Make,MSRP,Body Size,Body Style,Engine Aspiration,Drivetrain,Transmission,Horsepower_no,Torque_no
Ford,49520.0,Large,SUV,Turbocharged,AWD,automatic,300.0,310.0
Ford,47520.0,Large,SUV,Turbocharged,RWD,automatic,300.0,310.0
Ford,54770.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,415.0
Ford,56770.0,Large,SUV,Twin-Turbo,AWD,automatic,400.0,415.0
Ford,52105.0,Large,SUV,Twin-Turbo,AWD,automatic,400.0,415.0
Ford,50105.0,Large,SUV,Twin-Turbo,RWD,automatic,400.0,415.0
Ford,48455.0,Large,SUV,Turbocharged,AWD,automatic,300.0,310.0
Ford,46455.0,Large,SUV,Turbocharged,RWD,automatic,300.0,310.0
Ford,49330.0,Large,SUV,Turbocharged,AWD,automatic,300.0,310.0
Ford,38670.0,Large,SUV,Turbocharged,RWD,automatic,300.0,310.0
Ford,40670.0,Large,SUV,Turbocharged,AWD,automatic,300.0,310.0
Ford,73845.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,400.0,500.0
Ford,74150.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,400.0,500.0
Ford,65395.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,66000.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,74150.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,400.0,500.0
Ford,73845.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,400.0,500.0
Ford,78440.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,450.0,510.0
Ford,48335.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,52215.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,46000.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,49800.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,64350.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,41980.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,41285.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,41990.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,36965.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,400.0,410.0
Ford,47500.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,43620.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,49600.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,45085.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,36975.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,53950.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,51530.0,Large,Pickup Truck,Twin-Turbo,4WD,automatic,325.0,400.0
Ford,56030.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,400.0,410.0
Ford,50090.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,47730.0,Large,Pickup Truck,Twin-Turbo,RWD,automatic,325.0,400.0
Ford,67995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,300.0,300.0
Ford,76995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,300.0,300.0
Ford,84995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,300.0,300.0
Ford,54995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,300.0,300.0
Ford,62995.0,Large,Pickup Truck,Electric Motor,4WD,automatic,300.0,300.0
Ford,77175.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,76975.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,64940.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,62410.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,62610.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,64740.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,97295.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,97095.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,78065.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,77865.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,47305.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,47505.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,50095.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,50305.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,47760.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,48960.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,51560.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,48760.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,51770.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,44970.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,53955.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,53755.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,51105.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,55510.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,55715.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,78220.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,79160.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,78025.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,63660.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,67480.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,63460.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,65145.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,65790.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,65990.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,100280.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,98270.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,98470.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,79115.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,81145.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,78915.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,61495.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,54300.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,60040.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,48815.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,50015.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,52830.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,50305.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,49815.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,52620.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,48345.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,48555.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,51155.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,51345.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,52815.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,405.0,445.0
Ford,46015.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,47505.0,Large,Pickup Truck,Naturally Aspirated,RWD,automatic,405.0,445.0
Ford,53115.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,54800.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,55010.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,52160.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,57610.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,55840.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,56560.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,56760.0,Large,Pickup Truck,Naturally Aspirated,4WD,automatic,430.0,485.0
Ford,92090.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,79665.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,104030.0,Large,Pickup Truck,Turbocharged,4WD,automatic,500.0,120.0
Ford,93535.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,62765.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,64455.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,67925.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,59455.0,Large,Pickup Truck,Turbocharged,RWD,automatic,475.0,105.0
Ford,66695.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,70035.0,Large,Pickup Truck,Turbocharged,4WD,automatic,475.0,105.0
Ford,34960.0,Compact,Pickup Truck,Turbocharged,AWD,automatic,250.0,277.0
Ford,23920.0,Compact,Pickup Truck,Turbocharged,FWD,automatic,250.0,277.0
Ford,26420.0,Compact,Pickup Truck,Turbocharged,FWD,automatic,250.0,277.0
Ford,58185.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,500.0,418.0
Ford,30920.0,Midsize,Coupe,Turbocharged,RWD,automatic,315.0,350.0
Ford,39020.0,Midsize,Convertible,Turbocharged,RWD,automatic,315.0,350.0
Ford,41945.0,Midsize,Convertible,Turbocharged,RWD,automatic,315.0,350.0
Ford,36445.0,Midsize,Coupe,Turbocharged,RWD,automatic,315.0,350.0
Ford,41960.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,480.0,486.0
Ford,46480.0,Midsize,Coupe,Naturally Aspirated,RWD,manual,480.0,486.0
Ford,51980.0,Midsize,Convertible,Naturally Aspirated,RWD,manual,480.0,486.0
Ford,53995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,480.0,634.0
Ford,46995.0,Midsize,Hatchback,Electric Motor,AWD,automatic,311.0,427.0
Ford,43995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,39995.0,Midsize,Hatchback,Electric Motor,RWD,automatic,266.0,317.0
Ford,43495.0,Midsize,Hatchback,Electric Motor,AWD,automatic,311.0,427.0
Ford,47115.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,43630.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,55470.0,Compact,Pickup Truck,Twin-Turbo,4WD,automatic,405.0,430.0
Ford,36315.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,32670.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,36110.0,Compact,Pickup Truck,Turbocharged,RWD,automatic,270.0,310.0
Ford,39595.0,Compact,Pickup Truck,Turbocharged,4WD,automatic,270.0,310.0
Ford,48235.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52430.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,46890.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,51085.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49235.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53425.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,55375.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,56600.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51185.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52405.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,49180.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,47835.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,52035.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,53380.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50185.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,54380.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,54250.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,61690.0,Large,Cargo Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,56605.0,Large,Cargo Van,Twin-Turbo,RWD,automatic,310.0,400.0
Ford,58835.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,57850.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,53655.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,56630.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,52435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,53655.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,57850.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,52435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,56630.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,53280.0,Midsize,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,54630.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,49090.0,Midsize,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,50435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,54630.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,50435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55625.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55625.0,Large,Cargo Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,51435.0,Large,Cargo Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,62415.0,Large,Passenger Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,64175.0,Large,Passenger Van,Twin-Turbo,AWD,automatic,310.0,400.0
Ford,58035.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,55220.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,59415.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,53620.0,Midsize,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,54500.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,58695.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,61175.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,56985.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,59580.0,Midsize,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Ford,56260.0,Large,Passenger Van,Naturally Aspirated,RWD,automatic,275.0,260.0
Ford,60450.0,Large,Passenger Van,Naturally Aspirated,AWD,automatic,275.0,260.0
Mercedes-Benz,98950.0,Large,Sedan,Turbocharged,AWD,automatic,362.0,369.0
Mercedes-Benz,109450.0,Large,Sedan,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,134900.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,469.0,516.0
Mercedes-Benz,153350.0,Large,Sedan,Twin-Turbo,AWD,automatic,577.0,590.0
Mercedes-Benz,175900.0,Midsize,Coupe,Twin-Turbo,AWD,automatic,577.0,590.0
Mercedes-Benz,194900.0,Large,Sedan,Twin-Turbo,AWD,automatic,831.0,103.0
Mercedes-Benz,60700.0,Midsize,Sedan,Turbocharged,AWD,automatic,402.0,369.0
Mercedes-Benz,83900.0,Midsize,Sedan,Turbocharged,AWD,automatic,671.0,752.0
Mercedes-Benz,46950.0,Midsize,Sedan,Turbocharged,RWD,automatic,255.0,295.0
Mercedes-Benz,48950.0,Midsize,Sedan,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,54950.0,Midsize,Sedan,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,65400.0,Midsize,Sedan,Turbocharged,AWD,automatic,416.0,369.0
Mercedes-Benz,43200.0,Midsize,Sedan,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,45200.0,Midsize,Sedan,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,72800.0,Midsize,Coupe,Twincharged,AWD,automatic,443.0,413.0
Mercedes-Benz,56500.0,Midsize,Coupe,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,64350.0,Midsize,Convertible,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,65650.0,Midsize,Coupe,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,73850.0,Midsize,Convertible,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,62300.0,Large,Sedan,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,68100.0,Large,Sedan,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,74700.0,Large,Wagon,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,52750.0,Midsize,SUV,Electric Motor,FWD,automatic,188.0,284.0
Mercedes-Benz,56900.0,Midsize,SUV,Electric Motor,AWD,automatic,225.0,288.0
Mercedes-Benz,60550.0,Midsize,SUV,Electric Motor,AWD,automatic,288.0,384.0
Mercedes-Benz,106900.0,Large,Sedan,Electric Motor,AWD,automatic,617.0,701.0
Mercedes-Benz,77900.0,Large,Sedan,Electric Motor,AWD,automatic,288.0,417.0
Mercedes-Benz,74900.0,Large,Sedan,Electric Motor,RWD,automatic,288.0,564.0
Mercedes-Benz,85900.0,Large,Sedan,Electric Motor,AWD,automatic,402.0,633.0
Mercedes-Benz,109300.0,Large,SUV,Electric Motor,AWD,automatic,617.0,701.0
Mercedes-Benz,77900.0,Large,SUV,Electric Motor,AWD,automatic,288.0,564.0
Mercedes-Benz,77900.0,Large,SUV,Electric Motor,RWD,automatic,288.0,417.0
Mercedes-Benz,89500.0,Large,SUV,Electric Motor,AWD,automatic,402.0,633.0
Mercedes-Benz,147550.0,Large,Sedan,Electric Motor,AWD,automatic,649.0,700.0
Mercedes-Benz,107400.0,Large,Sedan,Electric Motor,AWD,automatic,355.0,590.0
Mercedes-Benz,104400.0,Large,Sedan,Electric Motor,RWD,automatic,355.0,590.0
Mercedes-Benz,127350.0,Large,Sedan,Electric Motor,AWD,automatic,536.0,633.0
Mercedes-Benz,107400.0,Large,SUV,Electric Motor,AWD,automatic,355.0,590.0
Mercedes-Benz,104400.0,Large,SUV,Electric Motor,RWD,automatic,355.0,419.0
Mercedes-Benz,127350.0,Large,SUV,Electric Motor,AWD,automatic,536.0,633.0
Mercedes-Benz,183000.0,Midsize,SUV,Twin-Turbo,4WD,automatic,577.0,627.0
Mercedes-Benz,357000.0,Midsize,SUV,Twin-Turbo,4WD,automatic,577.0,627.0
Mercedes-Benz,143000.0,Midsize,SUV,Twin-Turbo,4WD,automatic,416.0,450.0
Mercedes-Benz,56450.0,Compact,SUV,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,41850.0,Compact,SUV,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,43850.0,Compact,SUV,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,59050.0,Midsize,SUV,Turbocharged,AWD,automatic,302.0,295.0
Mercedes-Benz,44450.0,Midsize,SUV,Turbocharged,FWD,automatic,221.0,258.0
Mercedes-Benz,46450.0,Midsize,SUV,Turbocharged,AWD,automatic,221.0,258.0
Mercedes-Benz,64950.0,Midsize,SUV,Turbocharged,AWD,automatic,416.0,369.0
Mercedes-Benz,47450.0,Midsize,SUV,Turbocharged,RWD,automatic,255.0,295.0
Mercedes-Benz,49450.0,Midsize,SUV,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,70600.0,Midsize,SUV,Turbocharged,AWD,automatic,416.0,369.0
Mercedes-Benz,57000.0,Midsize,SUV,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,86750.0,Large,SUV,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,127700.0,Large,SUV,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,62650.0,Large,SUV,Turbocharged,AWD,automatic,255.0,295.0
Mercedes-Benz,69500.0,Large,SUV,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,69500.0,Large,SUV,Turbocharged,AWD,automatic,381.0,479.0
Mercedes-Benz,86700.0,Large,SUV,Twin-Turbo,AWD,automatic,510.0,538.0
Mercedes-Benz,89800.0,Large,SUV,Twincharged,AWD,automatic,429.0,384.0
Mercedes-Benz,129050.0,Large,SUV,Twin-Turbo,AWD,automatic,603.0,627.0
Mercedes-Benz,145850.0,Large,SUV,Twincharged,AWD,automatic,603.0,627.0
Mercedes-Benz,87000.0,Large,SUV,Turbocharged,AWD,automatic,375.0,369.0
Mercedes-Benz,112000.0,Large,SUV,Twin-Turbo,AWD,automatic,510.0,538.0
Mercedes-Benz,198300.0,Large,Sedan,Twin-Turbo,AWD,automatic,496.0,516.0
Mercedes-Benz,234300.0,Large,Sedan,Twin-Turbo,AWD,automatic,621.0,664.0
Mercedes-Benz,179900.0,Large,SUV,Electric Motor,AWD,automatic,649.0,700.0
Mercedes-Benz,174350.0,Large,SUV,Twin-Turbo,AWD,automatic,550.0,538.0
Mercedes-Benz,182250.0,Large,Sedan,Twin-Turbo,AWD,automatic,791.0,105.0
Mercedes-Benz,117300.0,Large,Sedan,Twincharged,AWD,automatic,442.0,413.0
Mercedes-Benz,128150.0,Large,Sedan,Twin-Turbo,AWD,automatic,496.0,516.0
Mercedes-Benz,127750.0,Large,Sedan,Turbocharged,AWD,automatic,510.0,553.0
Mercedes-Benz,109900.0,Midsize,Convertible,Turbocharged,RWD,automatic,375.0,354.0
Mercedes-Benz,141300.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,469.0,516.0
Mercedes-Benz,183000.0,Midsize,Convertible,Twin-Turbo,AWD,automatic,577.0,590.0
Mercedes-Benz,59400.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,52700.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,49900.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,54920.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,52120.0,Midsize,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,61620.0,Midsize,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,55800.0,Compact,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,58600.0,Compact,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,65300.0,Compact,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,66000.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,58900.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,59300.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,56500.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,61700.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,68400.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,68920.0,Large,Passenger Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,62220.0,Large,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,59420.0,Large,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,65200.0,Compact,Passenger Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,68000.0,Compact,Passenger Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,52800.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,55600.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,59400.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,64600.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,61800.0,Large,Cargo Van,Turbocharged,RWD,automatic,170.0,295.0
Mercedes-Benz,62200.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,65200.0,Midsize,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,58500.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,74200.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,67500.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,71700.0,Large,Cargo Van,Turbocharged,AWD,automatic,211.0,332.0
Mercedes-Benz,65100.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,61000.0,Midsize,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,70000.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,67600.0,Large,Cargo Van,Turbocharged,RWD,automatic,211.0,332.0
Mercedes-Benz,71886.0,Large,Cargo Van,Electric Motor,RWD,automatic,134.0,295.0
Mercedes-Benz,75316.0,Large,Cargo Van,Electric Motor,RWD,automatic,201.0,295.0
Nissan,47690.0,Midsize,SUV,Electric Motor,FWD,automatic,238.0,221.0
Nissan,39590.0,Midsize,SUV,Electric Motor,FWD,automatic,214.0,221.0
